observation --- [136, 372, 93, 673, 201, 633, 293, 868] info --- {'sequence': ['N519', 'N607', 'N403', 'E16', 'E19', 'E198', 'E9', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3886667176840872 loss --- 746.284423828125 logZ --- 7.35421895980835
observation --- [84, 129, 812, 402, 354, 430, 210, 868] info --- {'sequence': ['N410', 'N52', 'N415', 'E61', 'E148', 'E111', 'E17', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1542890975803202 loss --- 760.2662353515625 logZ --- 7.35421895980835
observation --- [769, 370, 686, 496, 671, 694, 280, 868] info --- {'sequence': ['N51', 'N256', 'N126', 'E65', 'E97', 'E206', 'E72', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0965160929866828 loss --- 729.4571533203125 logZ --- 7.35421895980835
observation --- [424, 365, 812, 487, 709, 613, 414, 868] info --- {'sequence': ['N18', 'N184', 'N415', 'E181', 'E1', 'E115', 'E188', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1608363601531198 loss --- 734.6770629882812 logZ --- 7.35421895980835
observation --- [434, 365, 295, 223, 118, 599, 548, 868] info --- {'sequence': ['N377', 'N184', 'N679', 'E84', 'E224', 'E174', 'E226', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1065213832588967 loss --- 784.8977661132812 logZ --- 7.359149932861328
observation --- [21, 85, 297, 671, 671, 225, 210, 868] info --- {'sequence': ['N411', 'N218', 'N713', 'E97', 'E97', 'E78', 'E17', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4473938317274089 loss --- 567.0810546875 logZ --- 7.359149932861328
observation --- [154, 57, 597, 480, 518, 157, 557, 868] info --- {'sequence': ['N488', 'N34', 'N440', 'E176', 'E232', 'E5', 'E114', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.194765803036974 loss --- 672.1422729492188 logZ --- 7.359149932861328
observation --- [489, 617, 626, 285, 496, 63, 725, 868] info --- {'sequence': ['N429', 'N346', 'N216', 'E57', 'E65', 'E76', 'E179', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0695454950724277 loss --- 864.5491943359375 logZ --- 7.359149932861328
observation --- [795, 718, 191, 700, 436, 462, 29, 868] info --- {'sequence': ['N408', 'N388', 'N474', 'E60', 'E208', 'E31', 'E180', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0947558963699247 loss --- 754.6672973632812 logZ --- 7.359149932861328
observation --- [485, 272, 294, 225, 779, 522, 40, 868] info --- {'sequence': ['N79', 'N393', 'N315', 'E78', 'E51', 'E183', 'E123', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 28.079763412475586 logZ --- 7.364119529724121
observation --- [122, 370, 635, 285, 161, 280, 42, 868] info --- {'sequence': ['N245', 'N256', 'N641', 'E57', 'E85', 'E72', 'E160', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 31.128204345703125 logZ --- 7.364119529724121
observation --- [556, 34, 826, 477, 331, 534, 118, 868] info --- {'sequence': ['N717', 'N57', 'N606', 'E169', 'E20', 'E126', 'E224', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.524534348493439 loss --- 653.8541259765625 logZ --- 7.364119529724121
observation --- [153, 834, 512, 680, 124, 726, 624, 868] info --- {'sequence': ['N117', 'N371', 'N96', 'E104', 'E135', 'E234', 'E199', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1815754901551099 loss --- 682.2161865234375 logZ --- 7.364119529724121
observation --- [795, 365, 297, 522, 726, 867, 622, 868] info --- {'sequence': ['N408', 'N184', 'N713', 'E183', 'E234', 'none', 'E147', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1482180930329215 loss --- 669.894287109375 logZ --- 7.364119529724121
observation --- [843, 406, 294, 796, 755, 405, 643, 868] info --- {'sequence': ['N320', 'N367', 'N315', 'E59', 'E79', 'E119', 'E107', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2578908170788234 loss --- 754.85595703125 logZ --- 7.368946552276611
observation --- [626, 537, 519, 293, 811, 827, 725, 868] info --- {'sequence': ['N216', 'N215', 'N456', 'E9', 'E90', 'E98', 'E179', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1535711013150611 loss --- 728.1456909179688 logZ --- 7.368946552276611
observation --- [266, 9, 249, 522, 547, 682, 277, 868] info --- {'sequence': ['N25', 'N238', 'N321', 'E183', 'E125', 'E209', 'E132', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3385694159522863 loss --- 670.0588989257812 logZ --- 7.368946552276611
observation --- [39, 449, 93, 420, 366, 402, 420, 868] info --- {'sequence': ['N416', 'N562', 'N403', 'E12', 'E170', 'E61', 'E12', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2415827559984343 loss --- 635.4293212890625 logZ --- 7.368946552276611
observation --- [556, 28, 21, 643, 452, 47, 474, 868] info --- {'sequence': ['N717', 'N39', 'N411', 'E107', 'E67', 'E8', 'E70', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3074187275502522 loss --- 636.9473266601562 logZ --- 7.368946552276611
observation --- [769, 9, 215, 175, 615, 815, 227, 868] info --- {'sequence': ['N51', 'N238', 'N176', 'E184', 'E141', 'E156', 'E175', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1192700388723782 loss --- 708.8369750976562 logZ --- 7.37380838394165
observation --- [154, 263, 826, 755, 260, 135, 491, 868] info --- {'sequence': ['N488', 'N76', 'N606', 'E79', 'E83', 'E194', 'E39', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4011557309632068 loss --- 686.8696899414062 logZ --- 7.37380838394165
observation --- [575, 653, 519, 506, 345, 423, 6, 868] info --- {'sequence': ['N571', 'N600', 'N456', 'E127', 'E58', 'E86', 'E23', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3858569030834471 loss --- 680.1063842773438 logZ --- 7.37380838394165
observation --- [77, 490, 570, 751, 758, 99, 510, 868] info --- {'sequence': ['N477', 'N158', 'N516', 'E50', 'E80', 'E21', 'E190', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6024262855388212 loss --- 732.1223754882812 logZ --- 7.37380838394165
observation --- [422, 395, 444, 529, 285, 599, 87, 868] info --- {'sequence': ['N579', 'N708', 'N10', 'E129', 'E57', 'E174', 'E71', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0673198690111176 loss --- 708.6128540039062 logZ --- 7.37380838394165
observation --- [422, 537, 519, 716, 167, 568, 613, 868] info --- {'sequence': ['N579', 'N215', 'N456', 'E196', 'E193', 'E154', 'E115', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1649130098178027 loss --- 726.2744750976562 logZ --- 7.378708362579346
observation --- [147, 159, 19, 755, 87, 431, 260, 868] info --- {'sequence': ['N535', 'N461', 'N639', 'E79', 'E71', 'E168', 'E83', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4580476867307586 loss --- 807.4140014648438 logZ --- 7.378708362579346
observation --- [153, 537, 294, 813, 158, 567, 649, 868] info --- {'sequence': ['N117', 'N215', 'N315', 'E203', 'E34', 'E3', 'E101', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2110212576093284 loss --- 719.434326171875 logZ --- 7.378708362579346
observation --- [812, 464, 316, 599, 709, 79, 457, 868] info --- {'sequence': ['N415', 'N662', 'N110', 'E174', 'E1', 'E223', 'E130', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5792636449564834 loss --- 752.2697143554688 logZ --- 7.378708362579346
observation --- [266, 134, 316, 738, 799, 858, 299, 868] info --- {'sequence': ['N25', 'N693', 'N110', 'E11', 'E166', 'E142', 'E225', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2214293139655494 loss --- 832.5230712890625 logZ --- 7.378708362579346
observation --- [200, 265, 769, 354, 109, 328, 719, 868] info --- {'sequence': ['N621', 'N398', 'N51', 'E148', 'E40', 'E102', 'E49', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 58.81035232543945 logZ --- 7.383665084838867
observation --- [357, 288, 419, 781, 846, 784, 589, 868] info --- {'sequence': ['N495', 'N700', 'N225', 'E138', 'E32', 'E87', 'E121', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 95.98941040039062 logZ --- 7.383665084838867
observation --- [65, 272, 214, 232, 550, 195, 610, 868] info --- {'sequence': ['N186', 'N393', 'N592', 'E215', 'E108', 'E81', 'E24', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0521112886006847 loss --- 675.4629516601562 logZ --- 7.383665084838867
observation --- [481, 28, 200, 487, 491, 194, 738, 868] info --- {'sequence': ['N246', 'N39', 'N621', 'E181', 'E39', 'E36', 'E11', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6421001767986165 loss --- 694.59130859375 logZ --- 7.383665084838867
observation --- [191, 220, 778, 299, 6, 193, 40, 868] info --- {'sequence': ['N474', 'N164', 'N687', 'E225', 'E23', 'E77', 'E123', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.499411446060485 loss --- 760.1311645507812 logZ --- 7.383665084838867
observation --- [686, 699, 481, 832, 750, 632, 687, 868] info --- {'sequence': ['N126', 'N219', 'N246', 'E149', 'E64', 'E143', 'E120', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.287425386959033 loss --- 735.9163208007812 logZ --- 7.388514995574951
observation --- [21, 766, 415, 305, 430, 726, 477, 868] info --- {'sequence': ['N411', 'N310', 'N386', 'E7', 'E111', 'E234', 'E169', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5376687809621197 loss --- 732.4365234375 logZ --- 7.388514995574951
observation --- [778, 365, 356, 612, 561, 299, 210, 868] info --- {'sequence': ['N687', 'N184', 'N48', 'E157', 'E216', 'E225', 'E17', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4535908266106776 loss --- 741.3036499023438 logZ --- 7.388514995574951
observation --- [635, 57, 2, 522, 636, 755, 168, 868] info --- {'sequence': ['N641', 'N34', 'N80', 'E183', 'E82', 'E79', 'E159', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.110960754392709 loss --- 573.5021362304688 logZ --- 7.388514995574951
observation --- [419, 28, 93, 599, 615, 470, 610, 868] info --- {'sequence': ['N225', 'N39', 'N403', 'E174', 'E141', 'E205', 'E24', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3560398811997754 loss --- 635.5111694335938 logZ --- 7.388514995574951
observation --- [214, 598, 485, 462, 161, 776, 846, 868] info --- {'sequence': ['N592', 'N312', 'N79', 'E31', 'E85', 'E105', 'E32', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0574571268079949 loss --- 655.7014770507812 logZ --- 7.393396854400635
observation --- [295, 645, 84, 622, 470, 465, 815, 868] info --- {'sequence': ['N679', 'N115', 'N410', 'E147', 'E205', 'E45', 'E156', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2819631601051906 loss --- 722.0704345703125 logZ --- 7.393396854400635
observation --- [519, 806, 704, 225, 312, 547, 649, 868] info --- {'sequence': ['N456', 'N156', 'N485', 'E78', 'E153', 'E125', 'E101', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1671197311808323 loss --- 620.6996459960938 logZ --- 7.393396854400635
observation --- [334, 841, 485, 260, 491, 508, 210, 868] info --- {'sequence': ['N163', 'N73', 'N79', 'E83', 'E39', 'E155', 'E17', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2219935047269455 loss --- 764.5614013671875 logZ --- 7.393396854400635
observation --- [39, 244, 444, 624, 796, 858, 460, 868] info --- {'sequence': ['N416', 'N601', 'N10', 'E199', 'E59', 'E142', 'E192', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5317507242589306 loss --- 668.5215454101562 logZ --- 7.393396854400635
observation --- [591, 598, 415, 582, 299, 208, 465, 868] info --- {'sequence': ['N137', 'N312', 'N386', 'E178', 'E225', 'E158', 'E45', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0965697219097037 loss --- 648.33935546875 logZ --- 7.398308277130127
observation --- [65, 653, 122, 27, 610, 624, 275, 868] info --- {'sequence': ['N186', 'N600', 'N245', 'E73', 'E24', 'E199', 'E207', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3101422297350747 loss --- 687.7094116210938 logZ --- 7.398308277130127
observation --- [415, 395, 519, 388, 618, 402, 124, 868] info --- {'sequence': ['N386', 'N708', 'N456', 'E28', 'E118', 'E61', 'E135', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4325152020735288 loss --- 625.9305419921875 logZ --- 7.398308277130127
observation --- [295, 28, 737, 606, 408, 858, 285, 868] info --- {'sequence': ['N679', 'N39', 'N333', 'E110', 'E152', 'E142', 'E57', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6580395477140542 loss --- 647.7362060546875 logZ --- 7.398308277130127
observation --- [458, 54, 249, 589, 73, 12, 791, 868] info --- {'sequence': ['N610', 'N93', 'N321', 'E121', 'E94', 'E218', 'E177', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3036200106750189 loss --- 657.3485107421875 logZ --- 7.398308277130127
observation --- [812, 659, 24, 208, 402, 518, 719, 868] info --- {'sequence': ['N415', 'N313', 'N160', 'E158', 'E61', 'E232', 'E49', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3652276122491733 loss --- 653.29443359375 logZ --- 7.403234481811523
observation --- [575, 387, 485, 73, 582, 842, 788, 868] info --- {'sequence': ['N571', 'N113', 'N79', 'E94', 'E178', 'E68', 'E167', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2543217214104914 loss --- 690.4871826171875 logZ --- 7.403234481811523
observation --- [59, 766, 519, 40, 245, 487, 634, 868] info --- {'sequence': ['N23', 'N310', 'N456', 'E123', 'E230', 'E181', 'E172', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3006673325063745 loss --- 586.794189453125 logZ --- 7.403234481811523
observation --- [154, 598, 356, 404, 528, 453, 529, 868] info --- {'sequence': ['N488', 'N312', 'N48', 'E122', 'E26', 'E27', 'E129', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.147753870467947 loss --- 792.2373657226562 logZ --- 7.403234481811523
observation --- [481, 387, 704, 477, 400, 811, 405, 868] info --- {'sequence': ['N246', 'N113', 'N485', 'E169', 'E63', 'E90', 'E119', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0174092521415403 loss --- 771.8699340820312 logZ --- 7.403234481811523
observation --- [77, 50, 2, 763, 443, 142, 170, 868] info --- {'sequence': ['N477', 'N435', 'N80', 'E211', 'E47', 'E210', 'E212', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4767172703124145 loss --- 681.7518310546875 logZ --- 7.4081902503967285
observation --- [485, 454, 67, 564, 758, 188, 758, 868] info --- {'sequence': ['N79', 'N520', 'N157', 'E204', 'E80', 'E35', 'E80', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4309923888802158 loss --- 745.0726318359375 logZ --- 7.4081902503967285
observation --- [769, 674, 24, 664, 331, 709, 634, 868] info --- {'sequence': ['N51', 'N32', 'N160', 'E195', 'E20', 'E1', 'E172', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3798456128741856 loss --- 769.8661499023438 logZ --- 7.4081902503967285
observation --- [39, 653, 570, 157, 73, 210, 465, 868] info --- {'sequence': ['N416', 'N600', 'N516', 'E5', 'E94', 'E17', 'E45', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4672034348898566 loss --- 664.1710815429688 logZ --- 7.4081902503967285
observation --- [294, 428, 294, 315, 161, 694, 672, 868] info --- {'sequence': ['N315', 'N492', 'N315', 'E99', 'E85', 'E206', 'E201', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 39.96547317504883 logZ --- 7.4081902503967285
observation --- [704, 50, 21, 465, 175, 832, 867, 868] info --- {'sequence': ['N485', 'N435', 'N411', 'E45', 'E184', 'E149', 'none', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0708791915762343 loss --- 684.697021484375 logZ --- 7.413100719451904
observation --- [602, 699, 356, 467, 440, 518, 431, 868] info --- {'sequence': ['N19', 'N219', 'N48', 'E10', 'E30', 'E232', 'E168', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5797926145628496 loss --- 615.7534790039062 logZ --- 7.413100719451904
observation --- [67, 617, 695, 175, 142, 522, 592, 868] info --- {'sequence': ['N157', 'N346', 'N196', 'E184', 'E210', 'E183', 'E41', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0614319094898594 loss --- 722.1722412109375 logZ --- 7.413100719451904
